property_id,similar_property_ids
COMP-1653841084934935289,"['COMP-1622425264311390569', 'COMP-1705258241987142361', 'OLRS-00011942796']"
COMP-1653952061969647617,"['RLMX-102468', 'OLRS-00011162362', 'COMP-1705258241987142361']"
COMP-1654023324670822785,"['RPLU-5123133113', 'RPLU-63223151428', 'RPLU-63223252871']"
COMP-1654387503898625521,['RLMX-100669']
COMP-1654420296519097369,['COMP-1652382262299070377']
COMP-1654432718646740889,['COMP-1629787107093730985']
COMP-1655237396959534561,[]
COMP-1655260315659748081,['RPLU-5123157357']
COMP-1655313967065927529,[]
COMP-1655786224842518785,"['RPLU-33423162618', 'COMP-1705214924582711849']"
COMP-1656758554351390753,['COMP-1592199972436137057']
COMP-1657273867983641369,[]
COMP-1658345314333037049,['RPLU-33423104757']
COMP-1661684773988972089,[]
COMP-1661765218533397433,[]
COMP-1663821335494630033,[]
COMP-1663879906986800049,[]
COMP-1663891303381073697,"['COMP-1363928381601326721', 'COMP-1661765218533397433']"
COMP-1663899797962031409,[]
COMP-1666753533903267761,[]
COMP-1666880324063814761,[]
COMP-1667606033422999721,"['RPLU-5122917476', 'COMP-1505362808172668593']"
COMP-1668078371360461433,['COMP-1418211677587142545']
COMP-1668254108286138489,"['RSFT-00110000000306', 'OLRS-0096963', 'OLRS-0096964', 'OLRS-0098183']"
COMP-1668300016553865249,['RPLU-33423044047']
COMP-1669226463619188897,"['COMP-1534960706578731553', 'RLMX-102318']"
COMP-1671847755451965913,['COMP-1705214924582711849']
COMP-1671921473406547665,[]
COMP-1674030382880363265,"['COMP-1537045483906697601', 'COMP-1625643564806708249']"
COMP-1674152298639627961,['RPLU-850722049239']
COMP-1674179785097031889,['COMP-1540006889333557385']
COMP-1674625304830770481,['COMP-1647911497938831641']
COMP-1674664876789264937,['RPLU-536423146116']
COMP-1675952218048982105,[]
COMP-1676878587171509657,[]
COMP-1678263033280950097,[]
COMP-1679125010216594385,"['COMP-1705258241987142361', 'RPLU-5123162142', 'OLRS-00011942796']"
COMP-1679157401894986137,[]
COMP-1679165774380144289,['OLRS-2102457']
COMP-1683394632151751489,['RLMX-100669']
COMP-1684255452700463401,['COMP-1616359476690510889']
COMP-1687705570193539785,[]
COMP-1687763319854214937,[]
COMP-1687834880686195489,[]
COMP-1687868131073292921,[]
COMP-1687934018254174929,[]
COMP-1689216322633297409,[]
COMP-1690062557465025689,['RPLU-33422974931']
COMP-1690914971956798409,"['COMP-1608050407466469081', 'RPLU-33423260501', 'RLMX-104380', 'RLMX-102298', 'OLRS-00011942796']"
COMP-1692205276845515385,[]
COMP-1692880533047411593,[]
COMP-1692882975591777929,[]
COMP-1692976956094756921,['COMP-1570988381347758945']
COMP-1693475058660953377,"['COMP-1705258241987142361', 'OLRS-00011942796']"
COMP-1693803675186021017,"['OLRS-00011773630', 'OLRS-00021564752', 'COMP-1705214924582711849']"
COMP-1694297153749568729,['PRCH-35044292']
COMP-1695013410850147689,"['OLRS-00011979657', 'COMP-1705214924582711849']"
COMP-1697218610109352377,[]
COMP-1697335308019627609,['RPLU-798323224619']
COMP-1698937623458366481,"['COMP-1705258241987142361', 'OLRS-00011942796']"
COMP-1699321743153892657,[]
COMP-1699481757370922057,"['RLMX-100402', 'RPLU-5123242125', 'RLMX-102678', 'OLRS-00011942796']"
COMP-1700225521102120465,[]
COMP-1700326410294492937,"['RPLU-5122911848', 'PRCH-3789685']"
COMP-1700396640383759569,[]
COMP-1702416530636040561,[]
COMP-1702962826845723313,['OLRS-719420']
COMP-1703127448319631569,"['RPLU-5123146727', 'COMP-1705258241987142361', 'OLRS-00011942796']"
COMP-1703642892053580409,['COMP-1603777933354842321']
COMP-1703843709666251289,"['RPLU-63223239545', 'OLRS-00011908821', 'COMP-1704022342104489353', 'RPLU-63223238783']"
COMP-1704022342104489353,"['COMP-1703843709666251289', 'COMP-1707319189400742457', 'RPLU-63223238783']"
COMP-1704415554463451433,"['RPLU-1032523145873', 'COMP-1705214924582711849']"
COMP-1705214924582711849,['RLMX-101370']
COMP-1705258241987142361,"['COMP-1679125010216594385', 'OLRS-00011942796']"
COMP-1705398161753928793,[]
COMP-1707319189400742457,"['RPLU-33423260501', 'OLRS-00011942796']"
COMP-1707598032607303713,"['COMP-1636269756241042569', 'COMP-1705258241987142361', 'OLRS-00011942796']"
